Gene stable ID,Gene name,NCBI gene ID,Gene stable ID,Gene name
ENSG00000265354,TIMM23,100287932,ENSDARG00000071396,timm23a
ENSG00000122406,RPL5,6125,ENSDARG00000015862,rpl5b
ENSG00000081320,STK17B,9262,ENSDARG00000014348,stk17b
ENSG00000115816,CEBPZ,10153,ENSDARG00000045857,cebpz
ENSG00000156650,KAT6B,23522,ENSDARG00000055429,kat6b
ENSG00000165471,MBL2,4153,ENSDARG00000068221,zmp:0000000729
ENSG00000102038,SMARCA1,6594,ENSDARG00000012776,smarca1
ENSG00000165805,C12orf50,160419,ENSDARG00000009754,zc3h11a
ENSG00000158901,WFDC8,90199,ENSDARG00000012467,spint1b
ENSG00000085117,CD82,3732,ENSDARG00000019098,cd82a
ENSG00000127993,RBM48,84060,ENSDARG00000033754,rbm48
ENSG00000169764,UGP2,7360,ENSDARG00000008200,ugp2b
ENSG00000168398,BDKRB2,624,ENSDARG00000043664,si:dkey-63b1.1
ENSG00000144810,COL8A1,1295,ENSDARG00000003533,col8a1b
ENSG00000136930,PSMB7,5695,ENSDARG00000037962,psmb7
ENSG00000146005,PSD2,84249,ENSDARG00000063036,psd2
ENSG00000183598,H3C13,653604,ENSDARG00000105459,CU457819.5
ENSG00000139168,ZCRB1,85437,ENSDARG00000045691,zcrb1
ENSG00000168081,PNOC,5368,ENSDARG00000024189,pnocb
ENSG00000118096,IFT46,56912,ENSDARG00000011240,ift46
ENSG00000118412,CASP8AP2,9994,ENSDARG00000022718,casp8ap2
ENSG00000162636,FAM102B,284611,ENSDARG00000002333,fam102bb
ENSG00000175348,TMEM9B,56674,ENSDARG00000025693,tmem9b
ENSG00000115718,PROC,5624,ENSDARG00000093079,proca
ENSG00000198876,DCAF12,25853,ENSDARG00000063155,dcaf12
ENSG00000166930,MS4A5,64232,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000107175,CREB3,10488,ENSDARG00000020926,creb3l3l
ENSG00000137500,CCDC90B,60492,ENSDARG00000044626,ccdc90b
ENSG00000115419,GLS,2744,ENSDARG00000040705,glsb
ENSG00000168283,BMI1,648,ENSDARG00000013076,bmi1b
ENSG00000178149,DALRD3,55152,ENSDARG00000068602,dalrd3
ENSG00000184363,PKP3,11187,ENSDARG00000079438,pkp3b
ENSG00000131409,LRRC4B,94030,ENSDARG00000004597,lrrc4ba
ENSG00000183783,KCTD8,386617,ENSDARG00000067507,kctd8
ENSG00000141665,FBXO15,201456,ENSDARG00000016897,fbxo15
ENSG00000205593,DENND6B,414918,ENSDARG00000011605,dennd6b
ENSG00000179941,BBS10,79738,ENSDARG00000069515,bbs10
ENSG00000149488,TMC2,117532,ENSDARG00000030311,tmc2b
ENSG00000101448,EPPIN,57119,ENSDARG00000012467,spint1b
ENSG00000242366,UGT1A8,54576,ENSDARG00000091624,ugt2a7
ENSG00000104043,ATP8B4,79895,ENSDARG00000079453,atp8b4
ENSG00000283378,CNTNAP3C,100289279,ENSDARG00000067824,cntnap3
ENSG00000184500,PROS1,5627,ENSDARG00000068261,pros1
ENSG00000152779,SLC16A12,387700,ENSDARG00000089885,slc16a12b
ENSG00000139514,SLC7A1,6541,ENSDARG00000016439,slc7a1a
ENSG00000141337,ARSG,22901,ENSDARG00000101715,arsg
ENSG00000021355,SERPINB1,1992,ENSDARG00000055416,serpinb1
ENSG00000213759,UGT2B11,10720,ENSDARG00000091624,ugt2a7
ENSG00000122390,NAA60,79903,ENSDARG00000061185,nat15
ENSG00000268643,AC006486.1,,ENSDARG00000015681,gsk3ab
ENSG00000168813,ZNF507,22847,ENSDARG00000052164,znf507
ENSG00000166926,MS4A6E,245802,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000185608,MRPL40,64976,ENSDARG00000043554,mrpl40
ENSG00000113811,SELENOK,58515,ENSDARG00000100823,selenok
ENSG00000162068,NTN3,4917,ENSDARG00000076748,ntn2
ENSG00000157933,SKI,6497,ENSDARG00000042151,skia
ENSG00000106299,WASL,8976,ENSDARG00000006283,waslb
ENSG00000139549,DHH,50846,ENSDARG00000058815,ihhb
ENSG00000138767,CNOT6L,246175,ENSDARG00000054597,cnot6l
ENSG00000185361,TNFAIP8L1,126282,ENSDARG00000086457,tnfaip8l1
ENSG00000280789,PAGR1,79447,ENSDARG00000076966,pagr1
ENSG00000214193,SH3D21,79729,ENSDARG00000099448,sh3d21
ENSG00000118194,TNNT2,7139,ENSDARG00000020610,tnnt2a
ENSG00000100335,MIEF1,54471,ENSDARG00000060991,mief1
ENSG00000036257,CUL3,8452,ENSDARG00000038967,cul3a
ENSG00000198060,MARCHF5,54708,ENSDARG00000032552,march5
ENSG00000108823,SGCA,6442,ENSDARG00000074156,sgca
ENSG00000124120,TTPAL,79183,ENSDARG00000070644,ttpal
ENSG00000249961,TERB1,283847,ENSDARG00000058587,terb1
ENSG00000171234,UGT2B7,7364,ENSDARG00000091624,ugt2a7
ENSG00000198542,ITGBL1,9358,ENSDARG00000040985,itgbl1
ENSG00000118257,NRP2,8828,ENSDARG00000096546,nrp2a
ENSG00000100221,JOSD1,9929,ENSDARG00000071548,josd1
ENSG00000147010,SH3KBP1,30011,ENSDARG00000075853,sh3kbp1
ENSG00000108528,SLC25A11,8402,ENSDARG00000035741,slc25a11
ENSG00000145349,CAMK2D,817,ENSDARG00000043010,camk2d1
ENSG00000243543,WFDC6,140870,ENSDARG00000012467,spint1b
ENSG00000242173,ARHGDIG,398,ENSDARG00000004034,arhgdig
ENSG00000197283,SYNGAP1,8831,ENSDARG00000069765,syngap1b
ENSG00000149651,SPINT4,391253,ENSDARG00000012467,spint1b
ENSG00000142408,CACNG8,59283,ENSDARG00000070626,cacng8b
ENSG00000157895,C12orf43,64897,ENSDARG00000046141,zgc:162025
ENSG00000137574,TGS1,96764,ENSDARG00000107511,lyn
ENSG00000169684,CHRNA5,1138,ENSDARG00000003420,chrna5
ENSG00000110315,RNF141,50862,ENSDARG00000041802,rnf141
ENSG00000138061,CYP1B1,1545,ENSDARG00000068934,cyp1b1
ENSG00000149403,GRIK4,2900,ENSDARG00000026753,grik4
ENSG00000106772,PRUNE2,158471,ENSDARG00000059423,prune2
ENSG00000173610,UGT2A1,10941,ENSDARG00000091624,ugt2a7
ENSG00000113924,HGD,3081,ENSDARG00000058005,hgd
ENSG00000173540,GMPPB,29925,ENSDARG00000017658,gmppb
ENSG00000154556,SORBS2,8470,ENSDARG00000061603,sorbs2b
ENSG00000236699,ARHGEF38,54848,ENSDARG00000079377,arhgef38
ENSG00000141076,UTP4,84916,ENSDARG00000017675,utp4
ENSG00000244122,UGT1A7,54577,ENSDARG00000091624,ugt2a7
ENSG00000244474,UGT1A4,54657,ENSDARG00000091624,ugt2a7
ENSG00000023902,PLEKHO1,51177,ENSDARG00000061191,plekho1a
ENSG00000181104,F2R,2149,ENSDARG00000087469,F2R
ENSG00000181817,LSM10,84967,ENSDARG00000101222,oscp1a
ENSG00000117322,CR2,1380,ENSDARG00000001559,csmd2
ENSG00000214782,MS4A18,728588,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000144834,TAGLN3,29114,ENSDARG00000079805,tagln3a
ENSG00000178363,CALML3,810,ENSDARG00000021811,calm1a
ENSG00000149534,MS4A2,2206,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000005469,CROT,54677,ENSDARG00000040352,crot
ENSG00000082781,ITGB5,3693,ENSDARG00000012942,itgb5
ENSG00000130558,OLFM1,10439,ENSDARG00000014053,olfm1b
ENSG00000102290,PCDH11X,27328,ENSDARG00000098652,pcdh11
ENSG00000112763,BTN2A1,11120,ENSDARG00000071143,si:dkey-208m12.2
ENSG00000143954,REG3G,130120,ENSDARG00000094370,si:ch211-125e6.13
ENSG00000143954,REG3G,130120,ENSDARG00000038321,zgc:172053
ENSG00000126768,TIMM17B,10245,ENSDARG00000060124,timm17b
ENSG00000154914,USP43,124739,ENSDARG00000103494,usp43a
ENSG00000047249,ATP6V1H,51606,ENSDARG00000006370,atp6v1h
ENSG00000114353,GNAI2,2771,ENSDARG00000017294,gnai2b
ENSG00000099715,PCDH11Y,83259,ENSDARG00000098652,pcdh11
ENSG00000172893,DHCR7,1717,ENSDARG00000103226,dhcr7
ENSG00000172689,MS4A10,341116,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000102445,RUBCNL,80183,ENSDARG00000088402,rubcnl
ENSG00000169032,MAP2K1,5604,ENSDARG00000007825,map2k1
ENSG00000156096,UGT2B4,7363,ENSDARG00000091624,ugt2a7
ENSG00000182481,KPNA2,3838,ENSDARG00000038066,kpna2
ENSG00000179934,CCR8,1237,ENSDARG00000070755,ccr11.1
ENSG00000165997,ARL5B,221079,ENSDARG00000094709,arl8
ENSG00000266826,AC011195.3,,ENSDARG00000002184,igbp1
ENSG00000138400,MDH1B,130752,ENSDARG00000018008,mdh1b
ENSG00000096070,BRPF3,27154,ENSDARG00000070513,brpf3a
ENSG00000135226,UGT2B28,54490,ENSDARG00000091624,ugt2a7
ENSG00000104888,SLC17A7,57030,ENSDARG00000090106,slc17a7b
ENSG00000172023,REG1B,5968,ENSDARG00000094370,si:ch211-125e6.13
ENSG00000172023,REG1B,5968,ENSDARG00000038321,zgc:172053
ENSG00000184227,ACOT1,641371,ENSDARG00000058945,acot22
ENSG00000133105,RXFP2,122042,ENSDARG00000032820,rxfp2a
ENSG00000170745,KCNS3,3790,ENSDARG00000006891,kcns3a
ENSG00000006757,PNPLA4,8228,ENSDARG00000069834,pnpla4
ENSG00000146676,PURB,5814,ENSDARG00000068822,purba
ENSG00000166596,CFAP52,146845,ENSDARG00000101679,cfap52
ENSG00000119397,CNTRL,11064,ENSDARG00000088492,cntrl
ENSG00000144331,ZNF385B,151126,ENSDARG00000006065,znf385b
ENSG00000148297,MED22,6837,ENSDARG00000014148,med22
ENSG00000092529,CAPN3,825,ENSDARG00000043035,capn3b
ENSG00000116703,PDC,5132,ENSDARG00000011886,pdca
ENSG00000105173,CCNE1,898,ENSDARG00000098622,ccne1
ENSG00000103249,CLCN7,1186,ENSDARG00000019556,clcn7
ENSG00000168827,GFM1,85476,ENSDARG00000063624,gfm1
ENSG00000181104,F2R,2149,ENSDARG00000086262,F2R
ENSG00000164347,GFM2,84340,ENSDARG00000005561,gfm2
ENSG00000075413,MARK3,4140,ENSDARG00000026630,mark3b
ENSG00000143479,DYRK3,8444,ENSDARG00000070600,dyrk3
ENSG00000197892,KIF13B,23303,ENSDARG00000079731,kif13ba
ENSG00000145244,CORIN,10699,ENSDARG00000101281,corin
ENSG00000157212,PAXIP1,22976,ENSDARG00000005606,paxip1
ENSG00000153317,ASAP1,50807,ENSDARG00000029463,asap1a
ENSG00000100207,TCF20,6942,ENSDARG00000078348,tcf20
ENSG00000165621,OXGR1,27199,ENSDARG00000040247,oxgr1a.3
ENSG00000154511,DIPK1A,388650,ENSDARG00000062955,dipk1aa
ENSG00000153029,MR1,3140,ENSDARG00000055813,si:dkey-225f5.5
ENSG00000153029,MR1,3140,ENSDARG00000016056,mhc1laa
ENSG00000198610,AKR1C4,1109,ENSDARG00000004167,zgc:110366
ENSG00000183166,CALN1,83698,ENSDARG00000088898,caln1
ENSG00000225697,SLC26A6,65010,ENSDARG00000097292,slc26a6
ENSG00000129173,E2F8,79733,ENSDARG00000057323,e2f8
ENSG00000113300,CNOT6,57472,ENSDARG00000008255,cnot6a
ENSG00000148516,ZEB1,6935,ENSDARG00000013207,zeb1b
ENSG00000172005,MAL,4118,ENSDARG00000030094,malb
ENSG00000100796,PPP4R3A,55671,ENSDARG00000042187,smek1
ENSG00000071894,CPSF1,29894,ENSDARG00000034178,cpsf1
ENSG00000163291,PAQR3,152559,ENSDARG00000044253,paqr3b
ENSG00000265972,TXNIP,10628,ENSDARG00000070000,txnipb
ENSG00000179934,CCR8,1237,ENSDARG00000038541,ccr12a
ENSG00000160145,KALRN,8997,ENSDARG00000063538,kalrnb
ENSG00000151012,SLC7A11,23657,ENSDARG00000037097,slc7a2
ENSG00000133985,TTC9,23508,ENSDARG00000074363,TTC9
ENSG00000186895,FGF3,2248,ENSDARG00000101540,fgf3
ENSG00000105398,SULT2A1,6822,ENSDARG00000003181,sult1st4
ENSG00000088448,ANKRD10,55608,ENSDARG00000004771,ankrd10b
ENSG00000104290,FZD3,7976,ENSDARG00000021664,fzd3a
ENSG00000177106,EPS8L2,64787,ENSDARG00000069011,eps8b
ENSG00000204264,PSMB8,5696,ENSDARG00000001303,psmb8a
ENSG00000106290,TAF6,6878,ENSDARG00000102998,taf6
ENSG00000137962,ARHGAP29,9411,ENSDARG00000026329,arhgap29a
ENSG00000186340,THBS2,7058,ENSDARG00000073810,thbs2b
ENSG00000151065,DCP1B,196513,ENSDARG00000045484,dcp1b
ENSG00000160789,LMNA,4000,ENSDARG00000013415,lmna
ENSG00000168267,PTF1A,256297,ENSDARG00000014479,ptf1a
ENSG00000152219,ARL14EP,120534,ENSDARG00000001210,arl14ep
ENSG00000157168,NRG1,3084,ENSDARG00000104314,nrg1
ENSG00000100626,GALNT16,57452,ENSDARG00000053190,galnt16
ENSG00000143954,REG3G,130120,ENSDARG00000055833,lectin
ENSG00000198554,WDHD1,11169,ENSDARG00000015998,wdhd1
ENSG00000185742,C11orf87,399947,ENSDARG00000097648,si:dkey-35i13.1
ENSG00000023330,ALAS1,211,ENSDARG00000021059,alas1
ENSG00000100170,SLC5A1,6523,ENSDARG00000013871,slc5a1
ENSG00000133216,EPHB2,2048,ENSDARG00000037373,ephb2a
ENSG00000074755,ZZEF1,23140,ENSDARG00000094380,zzef1
ENSG00000140459,CYP11A1,1583,ENSDARG00000002347,cyp11a1
ENSG00000123728,RAP2C,57826,ENSDARG00000015649,rap2c
ENSG00000043355,ZIC2,7546,ENSDARG00000015554,zic2a
ENSG00000109851,DBX1,120237,ENSDARG00000086393,dbx1a
ENSG00000054356,PTPRN,5798,ENSDARG00000077047,ptprnb
ENSG00000114098,ARMC8,25852,ENSDARG00000062258,armc8
ENSG00000134717,BTF3L4,91408,ENSDARG00000089681,btf3l4
ENSG00000086189,DIMT1,27292,ENSDARG00000005057,dimt1l
ENSG00000135390,ATP5MC2,517,ENSDARG00000056008,atp5mc1
ENSG00000120686,UFM1,51569,ENSDARG00000043857,ufm1
ENSG00000078900,TP73,7161,ENSDARG00000017953,tp73
ENSG00000176476,SGF29,112869,ENSDARG00000002339,sgf29
ENSG00000100296,THOC5,8563,ENSDARG00000038290,thoc5
ENSG00000137309,HMGA1,3159,ENSDARG00000078781,si:ch211-161c3.6
ENSG00000004848,ARX,170302,ENSDARG00000058011,arxa
ENSG00000163682,RPL9,6133,ENSDARG00000037350,rpl9
ENSG00000123500,COL10A1,1300,ENSDARG00000054753,col10a1a
ENSG00000100393,EP300,2033,ENSDARG00000100666,ep300a
ENSG00000246922,UBAP1L,390595,ENSDARG00000089217,ubap1la
ENSG00000167281,RBFOX3,146713,ENSDARG00000010083,rbfox3a
ENSG00000055070,SZRD1,26099,ENSDARG00000056338,szrd1
ENSG00000101323,HAO1,54363,ENSDARG00000024160,hao1
ENSG00000116221,MRPL37,51253,ENSDARG00000062916,mrpl37
ENSG00000070814,TCOF1,6949,ENSDARG00000087555,si:ch73-308l14.2
ENSG00000123815,COQ8B,79934,ENSDARG00000101130,coq8b
ENSG00000187838,PLSCR3,57048,ENSDARG00000069432,plscr3b
ENSG00000089351,GRAMD1A,57655,ENSDARG00000076689,gramd1a
ENSG00000154114,TBCEL,219899,ENSDARG00000002682,tbcela
ENSG00000170779,CDCA4,55038,ENSDARG00000042319,cdca4
ENSG00000156413,FUT6,2528,ENSDARG00000102554,zgc:112433
ENSG00000123130,ACOT9,23597,ENSDARG00000058390,acot9.2
ENSG00000110218,PANX1,24145,ENSDARG00000014910,panx1b
ENSG00000062038,CDH3,1001,ENSDARG00000035796,cdh31
ENSG00000062038,CDH3,1001,ENSDARG00000100131,cdh29
ENSG00000174004,NRROS,375387,ENSDARG00000071491,nrros
ENSG00000095596,CYP26A1,1592,ENSDARG00000033999,cyp26a1
ENSG00000125734,GPR108,56927,ENSDARG00000096651,gpr108
ENSG00000265203,RBP3,5949,ENSDARG00000059163,rbp3
ENSG00000151150,ANK3,288,ENSDARG00000061736,ank3a
ENSG00000198003,CCDC151,115948,ENSDARG00000062978,ccdc151
ENSG00000129028,THAP10,56906,ENSDARG00000002971,phc1
ENSG00000198074,AKR1B10,57016,ENSDARG00000004167,zgc:110366
ENSG00000171109,MFN1,55669,ENSDARG00000079219,mfn1b
ENSG00000143333,RGS16,6004,ENSDARG00000070037,rgs8
ENSG00000057252,SOAT1,6646,ENSDARG00000062297,soat1
ENSG00000104960,PTOV1,53635,ENSDARG00000038005,med25
ENSG00000112541,PDE10A,10846,ENSDARG00000003449,pde10a
ENSG00000134508,CABLES1,91768,ENSDARG00000099395,cables1
ENSG00000197165,SULT1A2,6799,ENSDARG00000003181,sult1st4
ENSG00000176463,SLCO3A1,28232,ENSDARG00000018726,slco3a1
ENSG00000054116,TRAPPC3,27095,ENSDARG00000045364,trappc3
ENSG00000171843,MLLT3,4300,ENSDARG00000006754,mllt3
ENSG00000125775,SDCBP2,27111,ENSDARG00000030097,sdcbp
ENSG00000147457,CHMP7,91782,ENSDARG00000041362,chmp7
ENSG00000177479,ARIH2,10425,ENSDARG00000012848,arih2
ENSG00000134318,ROCK2,9475,ENSDARG00000096433,rock2b
ENSG00000073282,TP63,8626,ENSDARG00000044356,tp63
ENSG00000104859,CLASRP,11129,ENSDARG00000061742,clasrp
ENSG00000034053,APBA2,321,ENSDARG00000060639,apba2b
ENSG00000178035,IMPDH2,3615,ENSDARG00000006900,impdh2
ENSG00000285629,AL031847.2,,ENSDARG00000070437,rpl22
ENSG00000115317,HTRA2,27429,ENSDARG00000095687,si:dkey-84o3.3
ENSG00000181163,NPM1,4869,ENSDARG00000014329,npm1a
ENSG00000127220,ABHD8,79575,ENSDARG00000076620,abhd8b
ENSG00000241370,RPP21,79897,ENSDARG00000043404,rpp21
ENSG00000241370,RPP21,202658,ENSDARG00000043404,rpp21
ENSG00000198488,B3GNT6,192134,ENSDARG00000053133,b3gnt7l
ENSG00000169306,IL1RAPL1,11141,ENSDARG00000062045,il1rapl1a
ENSG00000119048,UBE2B,7320,ENSDARG00000026035,ube2b
ENSG00000135503,ACVR1B,91,ENSDARG00000018968,acvr1ba
ENSG00000053524,MCF2L2,23101,ENSDARG00000079742,mcf2l2
ENSG00000095564,BTAF1,9044,ENSDARG00000060089,btaf1
ENSG00000135047,CTSL,1514,ENSDARG00000036940,ctss1
ENSG00000106153,CHCHD2,51142,ENSDARG00000059304,chchd2
ENSG00000165548,TMEM63C,57156,ENSDARG00000004158,tmem63c
ENSG00000137959,IFI44L,10964,ENSDARG00000060322,zgc:153654
ENSG00000117222,RBBP5,5929,ENSDARG00000042147,rbbp5
ENSG00000116521,SCAMP3,10067,ENSDARG00000016765,scamp3
ENSG00000150627,WDR17,116966,ENSDARG00000075098,wdr17
ENSG00000169313,P2RY12,64805,ENSDARG00000069945,p2ry12
ENSG00000143768,LEFTY2,7044,ENSDARG00000019920,lft1
ENSG00000157399,ARSL,415,ENSDARG00000098296,gnsb
ENSG00000012174,MBTPS2,51360,ENSDARG00000057577,mbtps2
ENSG00000265241,RBM8A,9939,ENSDARG00000016516,rbm8a
ENSG00000012779,ALOX5,240,ENSDARG00000057273,alox5a
ENSG00000152977,ZIC1,7545,ENSDARG00000015567,zic1
ENSG00000213648,SULT1A4,445329,ENSDARG00000003181,sult1st4
ENSG00000136010,ALDH1L2,160428,ENSDARG00000070230,aldh1l2
ENSG00000106400,ZNHIT1,10467,ENSDARG00000054574,znhit1
ENSG00000182447,OTOL1,131149,ENSDARG00000058960,otol1b
ENSG00000134207,SYT6,148281,ENSDARG00000031463,syt6b
ENSG00000164754,RAD21,5885,ENSDARG00000035655,rad21b
ENSG00000155016,CYP2U1,113612,ENSDARG00000026548,cyp2u1
ENSG00000104973,MED25,81857,ENSDARG00000038005,med25
ENSG00000198626,RYR2,6262,ENSDARG00000003706,ryr2b
ENSG00000150712,MTMR12,54545,ENSDARG00000059817,mtmr12
ENSG00000180228,PRKRA,8575,ENSDARG00000076718,prkra
ENSG00000137312,FLOT1,10211,ENSDARG00000037998,flot1b
ENSG00000167972,ABCA3,21,ENSDARG00000100524,abca3b
ENSG00000163156,SCNM1,79005,ENSDARG00000003027,scnm1
ENSG00000163156,SCNM1,100534012,ENSDARG00000003027,scnm1
ENSG00000162065,TBC1D24,57465,ENSDARG00000069339,tbc1d24
ENSG00000182327,GLTPD2,388323,ENSDARG00000054218,si:ch73-269m23.5
ENSG00000182327,GLTPD2,388323,ENSDARG00000067889,gltpd2
ENSG00000196376,SLC35F1,222553,ENSDARG00000053003,slc35f1
ENSG00000159184,HOXB13,10481,ENSDARG00000056015,hoxb13a
ENSG00000181195,PENK,5179,ENSDARG00000036045,penkb
ENSG00000232859,LYRM9,201229,ENSDARG00000075528,lyrm9
ENSG00000114698,PLSCR4,57088,ENSDARG00000069432,plscr3b
ENSG00000130383,FUT5,2527,ENSDARG00000102554,zgc:112433
ENSG00000118432,CNR1,1268,ENSDARG00000009020,cnr1
ENSG00000183665,TRMT12,55039,ENSDARG00000060338,trmt12
ENSG00000206013,IFITM5,387733,ENSDARG00000105153,ifitm5
ENSG00000286001,AC021087.5,,ENSDARG00000016721,sdha
ENSG00000003989,SLC7A2,6542,ENSDARG00000037097,slc7a2
ENSG00000152520,PAN3,255967,ENSDARG00000031637,pan3
ENSG00000099956,SMARCB1,6598,ENSDARG00000011594,smarcb1b
ENSG00000116132,PRRX1,5396,ENSDARG00000042027,prrx1b
ENSG00000070961,ATP2B1,490,ENSDARG00000007788,atp2b1b
ENSG00000264522,OTUD7B,56957,ENSDARG00000017220,otud7b
ENSG00000122026,RPL21,6144,ENSDARG00000010516,rpl21
ENSG00000242252,BGLAP,632,ENSDARG00000058414,bglap
ENSG00000124486,USP9X,8239,ENSDARG00000013708,usp9
ENSG00000138068,SULT6B1,391365,ENSDARG00000086826,sult6b1
ENSG00000181026,AEN,64782,ENSDARG00000037002,zgc:152968
ENSG00000107872,FBXL15,79176,ENSDARG00000005284,fbxl15
ENSG00000135824,RGS8,85397,ENSDARG00000070037,rgs8
ENSG00000115386,REG1A,5967,ENSDARG00000055833,lectin
ENSG00000105968,H2AZ2,94239,ENSDARG00000068820,h2az2a
ENSG00000237541,HLA-DQA2,3117,ENSDARG00000101675,zgc:123107
ENSG00000237541,HLA-DQA2,3118,ENSDARG00000101675,zgc:123107
ENSG00000112499,SLC22A2,6582,ENSDARG00000030530,slc22a2
ENSG00000105486,LIG1,3978,ENSDARG00000060041,lig1
ENSG00000105641,SLC5A5,6528,ENSDARG00000005392,slc5a5
ENSG00000163746,PLSCR2,57047,ENSDARG00000069432,plscr3b
ENSG00000116871,MAP7D1,55700,ENSDARG00000089402,si:ch73-281i18.3
ENSG00000133422,MORC2,22880,ENSDARG00000028539,morc2
ENSG00000266202,AC005697.1,,ENSDARG00000075528,lyrm9
ENSG00000152034,MCHR2,84539,ENSDARG00000007842,MCHR2
ENSG00000101265,RASSF2,9770,ENSDARG00000029865,rassf2a
ENSG00000100418,DESI1,27351,ENSDARG00000089529,desi1b
ENSG00000161956,SENP3,26168,ENSDARG00000056741,senp3b
ENSG00000120742,SERP1,27230,ENSDARG00000076223,SERP1
ENSG00000128268,MGAT3,4248,ENSDARG00000038069,mgat3a
ENSG00000285509,AP000646.1,,ENSDARG00000002682,tbcela
ENSG00000173372,C1QA,712,ENSDARG00000044613,c1qa
ENSG00000143344,RGL1,23179,ENSDARG00000005989,rgl1
ENSG00000114374,USP9Y,8287,ENSDARG00000013708,usp9
ENSG00000188338,SLC38A3,10991,ENSDARG00000027065,slc38a3a
ENSG00000095203,EPB41L4B,54566,ENSDARG00000061398,epb41l4b
ENSG00000162852,CNST,163882,ENSDARG00000086283,cnsta
ENSG00000185298,CCDC137,339230,ENSDARG00000104024,ccdc137
ENSG00000241553,ARPC4,10093,ENSDARG00000058225,arpc4l
ENSG00000163956,LRPAP1,4043,ENSDARG00000033604,lrpap1
ENSG00000047634,SCML1,6322,ENSDARG00000002971,phc1
ENSG00000156006,NAT2,10,ENSDARG00000036066,si:dkey-78a14.4
ENSG00000130340,SNX9,51429,ENSDARG00000000837,snx9a
ENSG00000166482,MFAP4,4239,ENSDARG00000094408,si:ch1073-110a20.1
ENSG00000166482,MFAP4,4239,ENSDARG00000096586,si:ch1073-110a20.3
ENSG00000104643,MTMR9,66036,ENSDARG00000015860,mtmr9
ENSG00000063245,EPN1,29924,ENSDARG00000010411,epn1
ENSG00000166211,SPIC,121599,ENSDARG00000012435,spic
ENSG00000139780,METTL21C,196541,ENSDARG00000078878,si:ch73-244f7.3
ENSG00000166006,KCNC2,3747,ENSDARG00000056502,si:ch73-334d15.4
ENSG00000198774,RASSF9,9182,ENSDARG00000074721,rassf9
ENSG00000130300,PLVAP,83483,ENSDARG00000045003,plvapb
ENSG00000187609,EXD3,54932,ENSDARG00000063140,exd3
ENSG00000015676,NUDCD3,23386,ENSDARG00000098361,nudcd3
ENSG00000264006,AKR1C8P,,ENSDARG00000004167,zgc:110366
ENSG00000162482,AKR7A3,22977,ENSDARG00000004167,zgc:110366
ENSG00000227471,AKR1B15,441282,ENSDARG00000004167,zgc:110366
ENSG00000171862,PTEN,5728,ENSDARG00000056623,ptenb
ENSG00000085788,DDHD2,23259,ENSDARG00000076765,ddhd2
ENSG00000146674,IGFBP3,3486,ENSDARG00000099144,igfbp3
ENSG00000205667,ARSH,347527,ENSDARG00000098296,gnsb
ENSG00000170162,VGLL2,245806,ENSDARG00000041706,vgll2a
ENSG00000185432,METTL7A,25840,ENSDARG00000028478,si:ch211-173n18.3
ENSG00000043039,BARX2,8538,ENSDARG00000041098,barx2
ENSG00000168488,ATXN2L,11273,ENSDARG00000011597,atxn2l
ENSG00000131373,HACL1,26061,ENSDARG00000020529,hacl1
ENSG00000167191,GPRC5B,51704,ENSDARG00000075141,gprc5bb
ENSG00000146409,SLC18B1,116843,ENSDARG00000044047,slc18b1
ENSG00000154889,MPPE1,65258,ENSDARG00000045416,mppe1
ENSG00000179528,LBX2,85474,ENSDARG00000018321,lbx1a
ENSG00000156875,MFSD14A,64645,ENSDARG00000043055,hiat1b
ENSG00000116106,EPHA4,2043,ENSDARG00000054454,epha4a
ENSG00000143195,ILDR2,387597,ENSDARG00000101073,si:zfos-1011f11.2
ENSG00000092531,SNAP23,8773,ENSDARG00000055252,snap23.2
ENSG00000112118,MCM3,4172,ENSDARG00000024204,mcm3
ENSG00000188747,NOXA1,10811,ENSDARG00000056047,noxa1
ENSG00000165164,CFAP47,286464,ENSDARG00000075825,dlec1
ENSG00000182107,TMEM30B,161291,ENSDARG00000054122,tmem30b
ENSG00000171160,MORN4,118812,ENSDARG00000039062,morn4
ENSG00000099810,MTAP,4507,ENSDARG00000037261,mtap
ENSG00000149970,CNKSR2,22866,ENSDARG00000074480,cnksr2a
ENSG00000101350,KIF3B,9371,ENSDARG00000101120,kif3b
ENSG00000083782,EPYC,1833,ENSDARG00000056950,epyc
ENSG00000177150,FAM210A,125228,ENSDARG00000040186,fam210ab
ENSG00000134759,ELP2,55250,ENSDARG00000017199,elp2
ENSG00000164111,ANXA5,308,ENSDARG00000016470,anxa5b
ENSG00000105929,ATP6V0A4,50617,ENSDARG00000103971,si:ch73-173p19.2
ENSG00000105928,GSDME,1687,ENSDARG00000086762,gsdmea
ENSG00000171435,KSR2,283455,ENSDARG00000094526,ksr2
ENSG00000105552,BCAT2,587,ENSDARG00000054849,bcat2
ENSG00000162670,BRINP3,339479,ENSDARG00000061051,brinp3a.2
ENSG00000136943,CTSV,1515,ENSDARG00000036940,ctss1
